meeting_key,race_name,driver_number,driver_name,practice_1,practice_2,practice_3,sprint_quali,sprint_race,qualifying,race
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,10,Pierre GASLY,13,4,12,,,7,9
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,50,Oliver BEARMAN,19,,,,,,
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,18,Lance STROLL,14,18,17,,,14,14
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,1,Max VERSTAPPEN,2,5,4,,,2,1
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,14,Fernando ALONSO,10,,,,16,15,18
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,16,Charles LECLERC,3,,,,7,6,11
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,63,George RUSSELL,8,,,,4,3,1
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,23,Alexander ALBON,18,,,,18,16,15
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,27,Nico HULKENBERG,17,,,,14,9,6
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,24,ZHOU Guanyu,14,,,,20,20,17
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,77,Valtteri BOTTAS,15,,,,19,18,16
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,3,Daniel RICCIARDO,16,,,,15,11,9
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,31,Esteban OCON,6,,,,11,10,12
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,20,Kevin MAGNUSSEN,19,,,,9,12,8
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,55,Carlos SAINZ,4,,,,5,4,3
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,4,Lando NORRIS,13,,,,3,2,20
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,2,Logan SARGEANT,20,,,,17,19,19
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,81,Oscar PIASTRI,2,,,,2,7,2
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,22,Yuki TSUNODA,9,,,,13,14,14
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,11,Sergio PEREZ,12,,,,8,8,7
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,44,Lewis HAMILTON,5,,,,6,5,4
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,10,Pierre GASLY,11,,,,12,13,10
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,18,Lance STROLL,7,,,,10,17,13
1239,FORMULA 1 QATAR AIRWAYS AUSTRIAN GRAND PRIX 2024,1,Max VERSTAPPEN,1,,,,1,1,5
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,14,Fernando ALONSO,6,11,8,,,10,8
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,16,Charles LECLERC,8,5,6,,,11,14
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,63,George RUSSELL,5,10,1,,,1,19
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,45,Franco COLAPINTO,18,,,,,,
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,23,Alexander ALBON,16,13,11,,,9,9
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,27,Nico HULKENBERG,11,4,10,,,6,6
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,24,ZHOU Guanyu,15,18,19,,,14,18
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,77,Valtteri BOTTAS,12,12,15,,,16,15
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,3,Daniel RICCIARDO,13,19,18,,,15,13
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,31,Esteban OCON,10,15,16,,,18,16
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,20,Kevin MAGNUSSEN,,20,17,,,17,12
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,55,Carlos SAINZ,9,8,4,,,7,5
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,61,Jack DOOHAN,17,,,,,,
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,37,Isack HADJAR,19,,,,,,
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,4,Lando NORRIS,1,1,3,,,3,3
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,2,Logan SARGEANT,,17,13,,,12,11
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,81,Oscar PIASTRI,3,2,7,,,5,4
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,22,Yuki TSUNODA,20,16,14,,,13,10
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,44,Lewis HAMILTON,7,6,2,,,2,1
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,11,Sergio PEREZ,,3,9,,,19,17
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,10,Pierre GASLY,,14,20,,,20,20
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,50,Oliver BEARMAN,14,,,,,,
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,18,Lance STROLL,2,9,12,,,8,7
1240,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2024,1,Max VERSTAPPEN,4,7,5,,,4,2
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,14,Fernando ALONSO,13,10,14,,,7,11
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,16,Charles LECLERC,3,18,11,,,6,4
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,63,George RUSSELL,4,5,4,,,17,8
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,23,Alexander ALBON,14,9,7,,,13,14
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,27,Nico HULKENBERG,,15,8,,,11,13
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,24,ZHOU Guanyu,5,20,17,,,18,19
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,77,Valtteri BOTTAS,15,11,12,,,12,16
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,3,Daniel RICCIARDO,12,8,6,,,9,12
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,31,Esteban OCON,18,14,20,,,19,18
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,20,Kevin MAGNUSSEN,19,6,19,,,15,15
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,55,Carlos SAINZ,1,3,5,,,4,6
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,4,Lando NORRIS,6,1,1,,,1,2
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,2,Logan SARGEANT,16,12,16,,,14,17
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,81,Oscar PIASTRI,7,13,2,,,2,1
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,22,Yuki TSUNODA,8,19,9,,,10,9
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,11,Sergio PEREZ,11,4,13,,,16,7
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,44,Lewis HAMILTON,10,7,10,,,5,3
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,10,Pierre GASLY,17,16,18,,,20,20
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,50,Oliver BEARMAN,20,,,,,,
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,18,Lance STROLL,9,17,15,,,8,10
1241,FORMULA 1 HUNGARIAN GRAND PRIX 2024,1,Max VERSTAPPEN,2,2,3,,,3,5
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,14,Fernando ALONSO,12,12,13,,,9,9
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,16,Charles LECLERC,6,4,6,,,2,4
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,63,George RUSSELL,4,6,19,,,7,1
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,23,Alexander ALBON,3,17,11,,,11,13
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,27,Nico HULKENBERG,17,16,12,,,16,18
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,24,ZHOU Guanyu,19,19,16,,,20,20
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,77,Valtteri BOTTAS,14,13,8,,,14,16
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,3,Daniel RICCIARDO,13,14,14,,,13,11
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,31,Esteban OCON,20,7,5,,,10,10
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,20,Kevin MAGNUSSEN,18,8,18,,,17,15
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,55,Carlos SAINZ,9,5,20,,,8,7
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,4,Lando NORRIS,8,1,4,,,5,6
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,2,Logan SARGEANT,15,18,17,,,19,19
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,81,Oscar PIASTRI,2,2,2,,,6,3
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,22,Yuki TSUNODA,16,20,15,,,18,17
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,11,Sergio PEREZ,7,9,10,,,3,8
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,44,Lewis HAMILTON,5,10,9,,,4,2
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,10,Pierre GASLY,11,15,3,,,12,14
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,18,Lance STROLL,10,11,7,,,15,12
1242,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2024,1,Max VERSTAPPEN,1,3,1,,,1,5
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,14,Fernando ALONSO,15,6,5,,,7,10
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,16,Charles LECLERC,13,9,16,,,6,5
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,97,Robert SHWARTZMAN,16,,,,,,
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,63,George RUSSELL,5,1,13,,,4,7
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,23,Alexander ALBON,6,10,14,,,8,14
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,27,Nico HULKENBERG,8,20,9,,,14,11
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,24,ZHOU Guanyu,10,16,11,,,19,20
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,77,Valtteri BOTTAS,,18,3,,,18,19
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,3,Daniel RICCIARDO,19,13,18,,,16,12
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,31,Esteban OCON,18,17,6,,,17,15
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,20,Kevin MAGNUSSEN,9,8,2,,,15,18
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,55,Carlos SAINZ,4,19,10,,,11,5
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,4,Lando NORRIS,1,4,4,,,1,2
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,2,Logan SARGEANT,17,15,12,,,20,16
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,81,Oscar PIASTRI,7,2,7,,,3,4
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,22,Yuki TSUNODA,14,7,19,,,13,17
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,11,Sergio PEREZ,12,12,20,,,5,6
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,44,Lewis HAMILTON,3,3,15,,,12,10
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,10,Pierre GASLY,20,14,1,,,10,9
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,18,Lance STROLL,11,11,8,,,9,13
1243,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2024,1,Max VERSTAPPEN,2,5,17,,,2,4
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,14,Fernando ALONSO,10,9,11,,,11,11
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,16,Charles LECLERC,2,5,3,,,4,1
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,43,Franco COLAPINTO,17,17,9,,,18,12
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,63,George RUSSELL,,6,2,,,3,7
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,12,Andrea Kimi ANTONELLI,20,,,,,,
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,23,Alexander ALBON,8,13,8,,,9,9
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,27,Nico HULKENBERG,19,7,10,,,10,17
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,24,ZHOU Guanyu,15,20,20,,,20,18
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,77,Valtteri BOTTAS,5,11,19,,,19,16
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,3,Daniel RICCIARDO,12,8,12,,,12,13
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,31,Esteban OCON,18,19,17,,,15,14
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,20,Kevin MAGNUSSEN,11,12,16,,,13,10
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,55,Carlos SAINZ,4,3,7,,,5,4
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,4,Lando NORRIS,3,2,5,,,1,3
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,81,Oscar PIASTRI,6,4,4,,,2,2
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,22,Yuki TSUNODA,13,16,13,,,16,20
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,11,Sergio PEREZ,9,15,18,,,8,8
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,44,Lewis HAMILTON,7,1,1,,,6,5
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,10,Pierre GASLY,14,18,14,,,14,15
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,18,Lance STROLL,16,10,15,,,17,19
1244,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2024,1,Max VERSTAPPEN,1,14,6,,,7,6
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,14,Fernando ALONSO,7,12,11,,,8,6
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,16,Charles LECLERC,9,1,2,,,1,2
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,43,Franco COLAPINTO,16,14,9,,,9,8
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,63,George RUSSELL,8,9,1,,,5,3
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,23,Alexander ALBON,17,13,8,,,10,7
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,27,Nico HULKENBERG,12,8,16,,,14,11
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,24,ZHOU Guanyu,19,20,18,,,19,14
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,77,Valtteri BOTTAS,14,15,17,,,18,16
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,3,Daniel RICCIARDO,10,16,14,,,16,13
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,31,Esteban OCON,20,19,19,,,20,15
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,55,Carlos SAINZ,5,4,6,,,3,18
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,4,Lando NORRIS,4,17,3,,,17,4
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,81,Oscar PIASTRI,6,5,4,,,2,1
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,22,Yuki TSUNODA,15,11,12,,,12,20
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,11,Sergio PEREZ,3,2,7,,,4,17
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,44,Lewis HAMILTON,2,3,10,,,7,9
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,10,Pierre GASLY,18,18,15,,,13,12
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,50,Oliver BEARMAN,11,10,20,,,11,10
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,18,Lance STROLL,13,7,13,,,15,19
1245,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2024,1,Max VERSTAPPEN,1,6,5,,,6,5
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,14,Fernando ALONSO,9,12,10,,,7,8
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,16,Charles LECLERC,1,2,5,,,9,5
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,43,Franco COLAPINTO,11,16,9,,,12,11
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,63,George RUSSELL,16,7,2,,,4,4
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,23,Alexander ALBON,8,9,8,,,11,20
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,27,Nico HULKENBERG,20,10,12,,,6,9
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,24,ZHOU Guanyu,19,19,20,,,20,15
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,77,Valtteri BOTTAS,18,20,19,,,19,16
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,3,Daniel RICCIARDO,7,6,17,,,16,18
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,31,Esteban OCON,10,17,16,,,15,13
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,20,Kevin MAGNUSSEN,17,13,13,,,14,19
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,55,Carlos SAINZ,3,3,6,,,10,7
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,4,Lando NORRIS,2,1,1,,,1,1
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,81,Oscar PIASTRI,6,5,3,,,5,3
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,22,Yuki TSUNODA,5,4,11,,,8,12
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,11,Sergio PEREZ,14,8,15,,,13,10
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,44,Lewis HAMILTON,12,11,7,,,3,6
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,10,Pierre GASLY,13,18,14,,,18,17
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,18,Lance STROLL,15,14,18,,,17,14
1246,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2024,1,Max VERSTAPPEN,4,15,4,,,2,2
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,14,Fernando ALONSO,9,,,,18,8,13
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,16,Charles LECLERC,2,,,,4,4,1
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,43,Franco COLAPINTO,19,,,,12,17,10
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,63,George RUSSELL,7,,,,5,6,6
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,23,Alexander ALBON,14,,,,17,16,16
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,27,Nico HULKENBERG,11,,,,8,12,8
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,24,ZHOU Guanyu,20,,,,19,20,19
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,77,Valtteri BOTTAS,18,,,,20,18,17
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,31,Esteban OCON,17,,,,15,13,18
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,20,Kevin MAGNUSSEN,8,,,,7,9,11
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,55,Carlos SAINZ,1,,,,2,3,2
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,30,Liam LAWSON,13,,,,16,15,9
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,4,Lando NORRIS,4,,,,3,1,4
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,81,Oscar PIASTRI,5,,,,10,5,5
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,22,Yuki TSUNODA,10,,,,11,11,14
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,11,Sergio PEREZ,16,,,,9,10,7
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,44,Lewis HAMILTON,6,,,,6,19,20
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,10,Pierre GASLY,12,,,,14,7,12
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,18,Lance STROLL,15,,,,13,14,15
1247,FORMULA 1 PIRELLI UNITED STATES GRAND PRIX 2024,1,Max VERSTAPPEN,3,,,,1,2,3
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,14,Fernando ALONSO,,11,15,,,13,18
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,16,Charles LECLERC,,4,6,,,4,3
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,43,Franco COLAPINTO,11,15,13,,,16,12
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,97,Robert SHWARTZMAN,19,,,,,,
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,63,George RUSSELL,1,18,8,,,5,5
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,12,Andrea Kimi ANTONELLI,12,,,,,,
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,38,Oliver BEARMAN,20,,,,,,
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,23,Alexander ALBON,17,20,11,,,9,19
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,27,Nico HULKENBERG,5,12,16,,,10,9
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,24,ZHOU Guanyu,,17,19,,,20,15
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,77,Valtteri BOTTAS,8,8,12,,,15,14
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,31,Esteban OCON,7,13,18,,,19,13
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,20,Kevin MAGNUSSEN,14,6,9,,,7,7
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,55,Carlos SAINZ,2,1,3,,,1,1
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,30,Liam LAWSON,9,10,10,,,12,16
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,4,Lando NORRIS,,5,2,,,3,2
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,34,Felipe DRUGOVICH,18,,,,,,
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,81,Oscar PIASTRI,6,2,1,,,17,8
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,22,Yuki TSUNODA,3,3,7,,,11,20
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,11,Sergio PEREZ,10,9,14,,,18,17
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,29,Patricio O'WARD,13,,,,,,
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,44,Lewis HAMILTON,,7,5,,,6,4
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,10,Pierre GASLY,15,16,20,,,8,10
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,18,Lance STROLL,16,14,17,,,14,11
1248,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2024,1,Max VERSTAPPEN,4,19,4,,,2,6
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,14,Fernando ALONSO,14,,,,18,9,14
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,16,Charles LECLERC,7,,,,4,6,5
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,43,Franco COLAPINTO,11,,,,12,18,17
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,63,George RUSSELL,10,,,,6,2,4
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,23,Alexander ALBON,6,,,,10,7,19
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,27,Nico HULKENBERG,14,,,,20,19,18
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,24,ZHOU Guanyu,19,,,,17,20,15
1249,FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO 2024,77,Valtteri BOTTAS,12,,,,16,11,13
